Gene name	Transcript length (including UTRs and CDS)
OR12D2	1069
PRAMEF13	1331
PRAMEF13	1606
CYP17A1	1722
CYP17A1	1506
CYP17A1	1870
CYP17A1	1386
CYP17A1	1227
CYP17A1	1684
CYP17A1	234
CYP17A1	2230
RPL30P4	333
INTS14	2615
INTS14	2393
INTS14	2419
INTS14	1980
INTS14	1797
INTS14	1741
INTS14	1863
INTS14	593
INTS14	806
INTS14	606
INTS14	985
INTS14	564
INTS14	584
INTS14	618
INTS14	761
INTS14	492
INTS14	772
KRT8P50	1438
HLA-DRB9	343
AC104306.2	341
PRAMEF36P	1452
PRAMEF36P	667
DGKQ	4636
DGKQ	4362
DGKQ	479
DGKQ	818
DGKQ	473
AC018563.1	566
AC018563.1	417
AC018563.1	750
HMGB3P32	561
KCTD9P5	1170
ARL17B	1140
ARL17B	798
ARL17B	2197
ARL17B	581
ARL17B	731
ARL17B	491
ARL17B	743
ARL17B	565
SLC24A1	5474
SLC24A1	566
SLC24A1	3983
SLC24A1	290
SLC24A1	5768
SLC24A1	3169
SLC24A1	3323
SLC24A1	3246
SLC24A1	1461
SLC24A1	813
SLC24A1	854
SLC24A1	5678
SRRM1P2	1192
DYNC1LI1	2504
DYNC1LI1	4791
DYNC1LI1	1827
DYNC1LI1	646
DYNC1LI1	616
DYNC1LI1	666
DYNC1LI1	814
DYNC1LI1	605
AC122129.2	466
RAI1-AS1	724
BCL2L13	999
BCL2L13	1381
BCL2L13	2992
BCL2L13	2662
BCL2L13	435
BCL2L13	2112
BCL2L13	4458
BCL2L13	2677
BCL2L13	594
BCL2L13	1110
BCL2L13	4975
BCL2L13	4817
BCL2L13	5062
BCL2L13	4761
BCL2L13	4905
BCL2L13	4961
BCL2L13	4797
AC007342.6	2594
AC009480.1	412
RPL7P59	943
OR4D9	6063
OR4D9	6123
OR4D9	945
LINC02278	500
AC117529.1	2023
AL391244.3	1523
LINC00333	613
LILRB4	4002
LILRB4	1211
LILRB4	1811
LILRB4	1457
LILRB4	1588
LILRB4	1540
LILRB4	944
LILRB4	427
MTND5P3	1800
GATA4	2614
GATA4	877
GATA4	832
GATA4	686
GATA4	3414
GATA4	1010
GATA4	1459
GATA4	1064
GATA4	1982
ITPR1-DT	858
MBTPS2	1862
MBTPS2	4428
MBTPS2	4457
RPL8	716
RPL8	698
RPL8	556
RPL8	717
RPL8	540
RPL8	965
RPL8	551
RPL8	1041
RPL8	1015
RPL8	876
RPL8	730
RPL8	745
RPL8	1007
RPL8	570
AC024023.1	922
AL022324.3	747
DENND4A	480
DENND4A	8665
DENND4A	5875
DENND4A	5887
DENND4A	629
DENND4A	804
DENND4A	3389
DENND4A	481
DENND4A	2655
AKTIP	2426
AKTIP	2133
AKTIP	2321
AKTIP	923
AKTIP	1162
AKTIP	819
AKTIP	562
AKTIP	838
AKTIP	562
AKTIP	959
AKTIP	554
AKTIP	586
AKTIP	574
AKTIP	541
LMF1	2621
LMF1	2731
LMF1	2103
LMF1	1181
LMF1	3358
LMF1	1448
LMF1	1603
LMF1	575
LMF1	578
LMF1	604
LMF1	694
LMF1	882
LMF1	1088
LMF1	853
LMF1	551
LMF1	663
LMF1	573
AL359198.2	194
LINC00208	2150
KIAA0319	6802
KIAA0319	5314
KIAA0319	6620
KIAA0319	5315
KIAA0319	6622
KIAA0319	6896
AC110597.2	3173
ELL	4027
ELL	4074
ELL	529
ELL	1852
ELL	452
ELL	623
AC005829.1	483
AC005829.1	298
AL357552.2	353
AC008805.2	435
SCGB2A1	521
GNLY	924
GNLY	846
GNLY	960
GNLY	751
GNLY	955
GNLY	959
GNLY	2055
GNLY	750
GNLY	771
GNLY	533
GNLY	858
GNLY	962
GNLY	723
GNLY	561
AL121601.2	707
ABRA	2755
FTH1P11	551
CICP4	2812
FP671120.3	923
THEMIS2	1650
THEMIS2	1082
THEMIS2	415
THEMIS2	754
THEMIS2	762
THEMIS2	2687
THEMIS2	713
THEMIS2	477
THEMIS2	1926
THEMIS2	2861
THEMIS2	2337
AC004080.6	919
RSL24D1P9	472
AC062032.1	355
AC074051.2	352
FABP5	851
FABP5	986
FABP5	579
FABP5	756
AC009902.2	620
AC009902.2	571
PEBP1P2	558
SLC5A2	516
SLC5A2	1852
SLC5A2	2271
SLC5A2	995
SLC5A2	449
SLC5A2	2467
SLC5A2	660
SLC5A2	334
SLC5A2	498
RPL30P16	429
AC025822.2	2287
OR4D6	1054
ZNF479	2072
ZNF479	1811
ZNF479	1239
DNM1P51	8752
DNM1P51	522
AC243562.2	970
AL162419.1	873
PCMTD2	3212
PCMTD2	1321
PCMTD2	476
PCMTD2	3843
PCMTD2	572
PCMTD2	584
PCMTD2	541
PCMTD2	528
PCMTD2	551
PCMTD2	2371
PCMTD2	1049
AC125807.2	3514
SETD4	4272
SETD4	2761
SETD4	3258
SETD4	3015
SETD4	3358
SETD4	702
SETD4	1208
SETD4	1165
SETD4	1212
SETD4	1160
SETD4	796
SETD4	745
SETD4	549
SETD4	754
SETD4	431
SETD4	795
SETD4	707
AC124045.1	1953
NAA10	1772
NAA10	1075
NAA10	1002
NAA10	908
NAA10	837
NAA10	1080
NAA10	873
NAA10	908
NAA10	538
NAA10	743
NAA10	599
NAA10	1062
NAA10	525
NAA10	809
NAA10	573
NAA10	569
MTDH	6177
MTDH	2184
MTDH	672
MTDH	629
MTDH	565
MTDH	486
LINC02224	584
LINC02224	539
AC019080.4	564
LINC02008	1951
LINC02008	524
C5orf66	2479
C5orf66	547
C5orf66	561
C5orf66	474
C5orf66	3246
C5orf66	743
AL031667.1	725
MRPS5P4	325
AC096666.1	348
AC010928.2	287
SLC25A51P3	889
AC010928.3	541
MOB4	3785
MOB4	829
MOB4	3986
MOB4	1021
MOB4	565
MOB4	1198
MOB4	1130
MOB4	1447
AC009505.1	424
AC009505.1	188
CXCL16	2222
CXCL16	1484
CXCL16	1668
CXCL16	619
CXCL16	589
AL137058.1	721
AL137058.1	1794
AL137058.1	1567
AL137058.1	865
AL137058.1	1080
SPRY3	9019
SERPINB5	2783
SERPINB5	1268
SERPINB5	560
SERPINB5	524
SERPINB5	454
SERPINB5	485
AC107990.1	489
HNRNPCL1	1108
GPX1P2	606
TNFRSF10A	2714
TNFRSF10A	342
TNFRSF10A	693
TNFRSF10A	978
HSD17B8	990
HSD17B8	933
POU5F1	1420
POU5F1	1163
POU5F1	799
POU5F1	696
MARK2P8	952
NPS	270
ARPC2	1505
ARPC2	482
ARPC2	1039
ARPC2	577
ARPC2	732
ARPC2	528
ARPC2	508
ARPC2	713
ARPC2	1605
ARPC2	816
ARPC2	602
ARPC2	503
ARPC2	722
ARPC2	2226
ARPC2	2221
ARPC2	304
ARPC2	644
ARPC2	550
GRAP	2651
GRAP	846
GRAP	834
GRAP	776
GRAP	610
AC226496.5	260
LINC02522	256
AL031009.1	2182
KRTAP9-10P	207
AC006042.3	1469
CRAMP1	7772
CRAMP1	573
CRAMP1	559
CRAMP1	550
CRAMP1	534
CRAMP1	664
CRAMP1	451
CRAMP1	7671
MSH5-SAPCD1	2871
MSH5-SAPCD1	2217
MSH5-SAPCD1	950
COQ10B	2239
COQ10B	879
COQ10B	549
COQ10B	1355
MLF1	787
MLF1	2203
MLF1	1247
MLF1	2222
MLF1	707
MLF1	750
MLF1	742
MLF1	1266
MLF1	3048
MLF1	1098
MLF1	1050
MLF1	1372
MLF1	473
MLF1	653
MLF1	2157
MLF1	2116
MLF1	2290
AC004948.1	672
TTC17	3648
TTC17	4469
TTC17	889
TTC17	559
TTC17	3360
TTC17	580
TTC17	419
TTC17	456
TTC17	823
TTC17	1048
TTC17	3142
TTC17	396
TTC17	575
TTC17	1017
TTC17	2607
HIP1	8013
HIP1	7066
HIP1	728
HIP1	583
HIP1	419
HIP1	503
HIP1	3120
AC040975.1	316
RPL13AP	518
NMD3P2	761
AC244635.1	295
AC007448.3	689
TMED10P2	612
RPL36AP48	314
WDR91	4500
WDR91	4588
WDR91	3594
WDR91	503
WDR91	533
WDR91	481
WDR91	683
WDR91	344
WDR91	582
OR52N5	2778
OR52N5	1034
OR52Q1P	682
HSPA8P4	1920
CDH16	2821
CDH16	2954
CDH16	2526
CDH16	2604
CDH16	2694
CDH16	3539
CDH16	2026
CDH16	715
CDH16	582
DOCK1	6797
DOCK1	5761
DOCK1	666
DOCK1	779
DOCK1	539
DOCK1	323
AL512310.1	172
AC021106.2	710
AC004889.1	856
AC004889.1	569
AC004889.1	819
AC004889.1	773
AC004889.1	3412
AC004889.1	531
AC004889.1	556
AC004889.1	257
AC004889.1	423
AC080188.2	748
ZNF101P1	1720
APCDD1L	3426
APCDD1L	582
APCDD1L	802
RBM22P3	954
TAF9	1331
TAF9	1283
TAF9	966
TAF9	761
TAF9	588
TAF9	582
TAF9	1057
TAF9	1461
LINC00491	944
LINC00491	722
LINC00491	582
LINC00491	519
AC114781.1	1028
ARHGEF35	2431
CHRFAM7A	6220
CHRFAM7A	1913
CHRFAM7A	573
CHRFAM7A	689
CHRFAM7A	464
CHRFAM7A	316
CHRFAM7A	2794
DUSP5	2557
DUSP5	819
AC019322.1	389
TEX41	661
TEX41	837
TEX41	927
TEX41	536
TEX41	688
TEX41	996
TEX41	700
TEX41	1008
TEX41	881
TEX41	757
TEX41	841
TEX41	546
TEX41	4635
TEX41	882
TEX41	818
TEX41	883
TEX41	840
TEX41	765
TEX41	1073
TEX41	529
TEX41	693
TEX41	904
TEX41	613
TEX41	928
TEX41	944
TEX41	719
TEX41	604
TEX41	1113
TEX41	2098
TEX41	758
TEX41	874
TEX41	882
TEX41	368
TEX41	799
TEX41	792
TEX41	958
TEX41	737
TEX41	895
TEX41	665
TEX41	837
TEX41	636
TEX41	770
TEX41	926
TEX41	762
TEX41	778
TEX41	627
TEX41	993
TEX41	690
TEX41	323
TEX41	190
TEX41	690
TEX41	491
TEX41	709
TEX41	452
TEX41	1134
TEX41	897
TEX41	765
TEX41	886
TEX41	366
TEX41	669
TEX41	423
TEX41	144
TEX41	815
TEX41	380
TEX41	594
TEX41	552
TEX41	707
TEX41	594
TEX41	515
TEX41	646
TEX41	691
TEX41	680
TEX41	640
TEX41	742
TEX41	987
TEX41	721
TEX41	674
TEX41	672
TEX41	645
TEX41	602
TEX41	631
TEX41	558
TEX41	806
TEX41	743
TEX41	661
TEX41	677
TEX41	813
TEX41	796
TEX41	938
TEX41	654
TEX41	699
TEX41	838
TEX41	610
TEX41	591
TEX41	423
TEX41	704
TEX41	801
TEX41	543
TEX41	689
TEX41	1119
TEX41	1146
TEX41	609
AC108740.1	225
AC022336.3	1986
OR52B6	1008
GRM5-AS1	4821
GRM5-AS1	242
AC135731.2	2098
C7orf71	1956
C7orf71	1963
AC093392.1	340
AP002840.2	640
SACS	15134
SACS	15665
SACS	3674
SACS	3464
SACS	513
IGLL5	1050
IGLL5	1335
IGLL5	882
AC007899.1	775
TTC29	2226
TTC29	1886
TTC29	1777
TTC29	461
TTC29	484
TTC29	565
TTC29	557
TTC29	1785
TTC29	1729
HNRNPA3P8	974
CPEB1	2885
CPEB1	4882
CPEB1	2459
CPEB1	2776
CPEB1	1990
CPEB1	1919
CPEB1	2009
CPEB1	2068
CPEB1	1953
CPEB1	1997
CPEB1	1559
CPEB1	569
CPEB1	554
CPEB1	425
CPEB1	262
CPEB1	79
CPEB1	377
CPEB1	3074
BAIAP2L1	3622
BAIAP2L1	689
BAIAP2L1	1250
BAIAP2L1	639
BAIAP2L1	521
RHOA	2031
RHOA	889
RHOA	961
RHOA	633
RHOA	539
RHOA	388
NR2F6	2404
NR2F6	731
CFAP44	5267
CFAP44	7069
CFAP44	2218
CFAP44	721
CFAP44	595
CFAP44	605
CFAP44	2410
CFAP44	3377
CFAP44	554
CFAP44	236
CFAP44	241
CFAP44	464
CFAP44	724
AC096719.1	1874
TCF7L1-IT1	458
AC004982.1	1655
HLA-DOA	3489
HLA-DOA	402
HLA-DOA	596
HLA-DOA	545
HLA-DOA	303
HLA-DOA	472
ALDOC	1519
ALDOC	1722
ALDOC	1982
ALDOC	922
ALDOC	686
ALDOC	580
ALDOC	579
ALDOC	839
ALDOC	571
AC036176.1	785
CASP12	1451
CASP12	1166
CASP12	1306
CASP12	819
CASP12	1196
CASP12	1168
CASP12	709
CASP12	1071
CASP12	1401
CASP12	961
CASP12	774
CASP12	1685
NFX1	4604
NFX1	3609
NFX1	3513
NFX1	391
NFX1	566
NFX1	987
IGLV3-17	244
RPL32P9	407
AC069277.1	1083
AC069277.1	761
AC069277.1	517
AC069277.1	246
AC069277.1	630
CYP4F34P	481
LRRC25	2415
LRRC25	1924
APMAP	2117
APMAP	2430
LINC00502	1000
TK2	822
TK2	3441
TK2	3738
TK2	2687
TK2	1937
TK2	422
TK2	2266
TK2	1120
TK2	898
TK2	1156
TK2	1178
TK2	571
TK2	749
TK2	1046
TK2	882
TK2	418
TK2	753
TK2	553
TK2	309
TK2	5114
TK2	5060
Z93022.1	1554
NHS	8761
NHS	8213
NHS	379
NHS	409
NHS	8860
NHS	8163
SPAG5	4040
SPAG5	719
SPAG5	1023
SPAG5	743
SPAG5	635
SPAG5	651
SPAG5	937
SPAG5	755
SPAG5	335
SPAG5	978
SPAG5	715
SPAG5	899
SPAG5	904
SPAG5	870
SPAG5	547
SPAG5	657
TPT1-AS1	604
TPT1-AS1	873
TPT1-AS1	574
TPT1-AS1	759
TPT1-AS1	769
TPT1-AS1	2285
TPT1-AS1	563
TPT1-AS1	553
TPT1-AS1	520
TPT1-AS1	665
TPT1-AS1	856
TPT1-AS1	403
TPT1-AS1	2369
TPT1-AS1	818
TPT1-AS1	1519
TPT1-AS1	709
TPT1-AS1	897
TPT1-AS1	2869
TPT1-AS1	631
TPT1-AS1	372
TPT1-AS1	3456
TPT1-AS1	744
AC021818.2	731
AL008636.1	1018
Z97192.3	2975
ARHGEF38-IT1	456
AC080078.2	463
AC207130.1	2340
OSER1	1616
OSER1	1572
Z82202.1	1880
Z82202.2	988
AC240504.1	845
PLEKHB2	4177
PLEKHB2	2277
PLEKHB2	4208
PLEKHB2	1297
PLEKHB2	600
PLEKHB2	644
PLEKHB2	1460
PLEKHB2	1167
PLEKHB2	2210
PLEKHB2	2488
PLEKHB2	4349
RAB3C	423
RAB3C	8896
RAB3C	590
RAB3C	583
SLC30A4	7157
SLC30A4	1336
AL731563.3	3005
BEST1	2740
BEST1	1829
BEST1	1421
BEST1	1128
BEST1	5772
BEST1	2404
BEST1	4267
BEST1	1263
SGSM1	6643
SGSM1	344
SGSM1	4317
SGSM1	5336
SGSM1	3694
SGSM1	5991
SYNGAP1-AS1	496
SYNGAP1-AS1	422
LINC01310	4015
LINC01116	1407
LINC01116	838
LINC01111	1663
AL512624.2	2566
ICAM2	1064
ICAM2	892
ICAM2	1056
ICAM2	1221
ICAM2	1103
ICAM2	1114
ICAM2	1154
ICAM2	949
ICAM2	713
ICAM2	718
ICAM2	729
ICAM2	1297
ICAM2	586
ICAM2	907
ICAM2	1334
ICAM2	1252
Z82186.1	4364
AP001350.1	1524
ZFP91	5220
USE1	559
USE1	843
USE1	826
USE1	1776
USE1	637
USE1	575
USE1	744
USE1	587
USE1	613
USE1	795
AL591471.1	229
PTPN20CP	920
RPL3P10	1164
LINC01184	1380
LINC01184	494
LINC01184	1601
LINC01184	949
LINC01184	609
LINC01184	488
LINC01184	320
LINC01184	473
LINC01184	2977
LINC01184	968
LINC01184	600
CUL1P1	2425
RPL7P4	730
RPL17P50	546
COL11A2P1	676
CT47A1	1288
MTX2	1592
MTX2	1364
MTX2	618
MTX2	799
MTX2	817
BX284668.5	406
BX284668.5	336
BX284668.5	346
EEF1A1P15	1408
SSTR3	4100
SSTR3	1781
AC025871.1	443
AC025871.1	432
FHOD3	4967
FHOD3	4154
FHOD3	4869
FHOD3	4518
FHOD3	3035
FHOD3	4126
FHOD3	885
FHOD3	2112
FHOD3	1720
APOBEC3A	566
APOBEC3A	1135
APOBEC3A	344
APOBEC3A	1103
AL157359.1	424
PTX4	1516
PTX4	1117
PTX4	1422
AC129510.2	345
HTATSF1P1	984
TOPAZ1	5334
AC093689.2	246
AC093689.2	279
AC093689.2	299
PRELID3BP11	479
STAT5A	4301
STAT5A	3318
STAT5A	3086
STAT5A	835
STAT5A	562
STAT5A	515
STAT5A	3629
STAT5A	550
STAT5A	553
STAT5A	893
STAT5A	1140
STAT5A	1022
GPC2	2532
GPC2	787
GPC2	798
GPC2	767
GPC2	2129
RPL3	1289
RPL3	616
RPL3	523
RPL3	1442
RPL3	2108
RPL3	1396
RPL3	1205
RPL3	557
RPL3	481
RPL3	916
RPL3	557
RPL3	782
RPL3	711
RPL3	827
RPL3	630
RPL3	767
RPL3	669
RPL3	447
BOLA2P2	250
BOLA2P2	567
AC060766.1	627
GDAP1	806
GDAP1	735
GDAP1	3666
GDAP1	1228
GDAP1	257
GDAP1	583
GDAP1	1324
GDAP1	298
SPA17P1	452
AC097372.1	732
DIRC3	3078
DIRC3	2582
DIRC3	660
DIRC3	552
CHKA	2530
CHKA	662
CHKA	1201
CHKA	1755
CHKA	864
CHKA	570
CHKA	524
CHKA	582
FP325331.1	1378
FP325331.1	1380
AP000894.1	520
AP002807.1	326
AP002807.1	791
AP002807.1	664
AC010424.2	443
LINC01095	1175
LINC01095	1715
LINC01095	451
LINC01095	420
LINC01095	411
RPS3AP32	766
AMMECR1	5504
AMMECR1	3052
AMMECR1	3380
AMMECR1	418
AMMECR1	546
ASAH2	6880
ASAH2	539
ASAH2	2184
ASAH2	555
ASAH2	2311
ASAH2	1942
MED12L	494
MED12L	2757
MED12L	2862
MED12L	10744
MED12L	6401
MED12L	749
MED12L	575
MED12L	568
MED12L	318
GPR87	1199
GPR87	1608
OR2H1	3021
OR2H1	3024
OR2H1	496
OR2H1	2253
OR2H1	986
OR2H1	973
OR2H1	1294
DHFRP2	547
AC243657.3	895
AC243657.3	138
AC243657.2	288
SPINK4	533
SPINK4	402
AC055854.1	570
AC055854.1	292
AC055854.1	1630
ZNF627	588
ZNF627	541
ZNF627	745
ZNF627	2840
ZNF627	591
ZNF627	2755
AL390866.1	469
AC245291.1	328
ADAM29	2270
ADAM29	533
ADAM29	633
ADAM29	632
ADAM29	555
ADAM29	788
ADAM29	566
ADAM29	560
ADAM29	3171
ADAM29	3010
ADAM29	3386
ADAM29	3325
ADAM29	3244
ADAM29	2949
MARK2P16	1723
AC087272.1	533
KBTBD7	4734
HLA-DPA1	1704
HLA-DPA1	5025
HLA-DPA1	1375
HLA-DPA1	703
HLA-DPA1	918
HLA-DPA1	519
HLA-DPA1	580
HLA-DPA1	305
CAPN15	313
CAPN15	282
CAPN15	207
CAPN15	174
MAPK8IP2	3381
MAPK8IP2	5596
BX005214.1	476
AC104126.1	711
PRKDC	13509
PRKDC	12784
PRKDC	659
PRKDC	834
PRKDC	1087
PRKDC	554
PRKDC	583
PRKDC	589
PRKDC	719
PRKDC	464
PRKDC	537
KRT18P52	846
SPDYC	991
AC140479.6	357
GAS8	546
GAS8	549
GAS8	1687
GAS8	659
GAS8	341
GAS8	486
GAS8	479
GAS8	3185
GAS8	1394
GAS8	1308
GAS8	416
GAS8	1080
GAS8	3174
GAS8	3856
GAS8	470
GAS8	485
GAS8	856
GAS8	810
GAS8	436
GAS8	3308
OR5BD1P	817
LINC00539	960
LINC00539	869
LINC00539	699
LINC00539	664
AC010883.1	398
AP003484.1	250
AC009884.2	324
AC100800.1	2054
SAMD9L	7134
SAMD9L	5831
SAMD9L	5757
SAMD9L	763
SAMD9L	631
SAMD9L	381
SAMD9L	1198
SAMD9L	611
SAMD9L	1221
CSNK2B	1061
CSNK2B	948
CSNK2B	1792
CSNK2B	579
CSNK2B	785
CSNK2B	932
CSNK2B	908
CSNK2B	936
CSNK2B	1181
CSNK2B	826
CSNK2B	1255
PSD3	11689
PSD3	6665
PSD3	6330
PSD3	8145
PSD3	1806
PSD3	733
PSD3	610
PSD3	815
PSD3	616
PSD3	564
PSD3	580
PSD3	901
PSD3	447
PSD3	579
PSD3	750
PSD3	627
PSD3	487
PSD3	5843
PSD3	6136
PSD3	11690
LINC00960	1333
LINC00960	2126
ZNF717	1577
ZNF717	2341
ZNF717	1169
ZNF717	3875
ZNF717	608
ZNF717	562
SFTA2	625
SFTA2	451
AC208188.1	278
WEE2-AS1	2262
WEE2-AS1	1412
WEE2-AS1	1258
WEE2-AS1	2259
WEE2-AS1	1724
WEE2-AS1	565
WEE2-AS1	580
WEE2-AS1	676
WEE2-AS1	670
WEE2-AS1	531
AC118754.1	370
USP9YP8	500
CCDC71	1781
DBNDD1	2081
DBNDD1	2079
DBNDD1	2889
DBNDD1	2689
DBNDD1	993
DBNDD1	563
DBNDD1	567
AC022706.1	467
AC022706.1	540
ZFAND5	3020
ZFAND5	2785
ZFAND5	2686
ZFAND5	1073
ZFAND5	553
ZFAND5	690
ZFAND5	631
ZFAND5	5310
SIRT7	3445
SIRT7	2916
SIRT7	2511
SIRT7	1883
SIRT7	1743
SIRT7	468
SIRT7	792
SIRT7	549
SIRT7	909
SIRT7	713
SIRT7	874
SIRT7	920
SIRT7	711
SIRT7	675
SIRT7	754
SIRT7	863
SIRT7	685
SIRT7	656
SIRT7	683
SIRT7	465
SIRT7	315
AC010336.6	528
AC068759.1	470
RPL5P4	886
WBP1LP8	327
AC109309.1	435
AC087386.1	572
AC027796.2	344
FAM199X	7457
FAM199X	2237
AL021368.3	578
AL359212.1	614
AC078955.1	882
AC113404.2	177
AC058822.1	2550
AC084809.1	591
SERPINE1	3190
FAM19A1	2014
FAM19A1	1917
FAM19A1	648
FAM19A1	159
AC006967.2	432
LCK	2117
LCK	714
LCK	1060
LCK	726
LCK	720
LCK	2126
LCK	566
LCK	551
LCK	580
LCK	932
LCK	2166
LCK	923
LCK	2099
LCK	2137
ST6GALNAC4	1691
ST6GALNAC4	1362
ST6GALNAC4	384
ST6GALNAC4	812
ST6GALNAC4	1013
ST6GALNAC4	505
ST6GALNAC4	732
SMIM31	714
SMIM31	3123
DNASE1	2732
DNASE1	965
DNASE1	897
DNASE1	8552
DNASE1	4200
DNASE1	1377
DNASE1	575
DNASE1	582
DNASE1	525
DNASE1	766
DNASE1	541
DNASE1	528
DNASE1	580
DNASE1	613
AC006111.3	383
AC125613.1	772
AC125613.1	523
AC125613.1	530
AC125613.1	1248
AC097655.1	318
AC105114.1	1862
SKIDA1	6598
SKIDA1	1452
SKIDA1	456
SKIDA1	2667
FIP1L1	582
FIP1L1	2198
FIP1L1	2180
FIP1L1	1335
FIP1L1	1878
FIP1L1	3180
FIP1L1	1464
FIP1L1	599
FIP1L1	1465
FIP1L1	1070
FIP1L1	2177
FIP1L1	723
FIP1L1	341
AC079336.2	927
MAP2	2241
MAP2	614
MAP2	9711
MAP2	2038
MAP2	2019
MAP2	5303
MAP2	5472
MAP2	624
MAP2	967
MAP2	563
MAP2	555
MAP2	414
MAP2	989
MAP2	594
MAP2	814
MAP2	450
KIR2DL1	1588
KIR2DL1	1212
AL139098.1	389
AC110792.2	1614
DNAJC19	1454
DNAJC19	1239
DNAJC19	828
DNAJC19	769
DNAJC19	324
DNAJC19	610
DNAJC19	520
DNAJC19	935
DNAJC19	1630
DNAJC19	1133
DNAJC19	819
AC141273.3	124
SNRNP27	1802
SNRNP27	1339
SNRNP27	766
SNRNP27	336
SNRNP27	604
AP001476.2	355
DCLRE1CP1	470
AC005291.2	523
BAK1P1	636
TRAP1	785
TRAP1	2296
TRAP1	547
TRAP1	2309
TRAP1	2052
TRAP1	656
TRAP1	645
TRAP1	535
TRAP1	412
TRAP1	595
TRAP1	568
TRAP1	781
TRAP1	558
TRAP1	555
TRAP1	587
TRAP1	480
TRAP1	521
ORC1	3157
ORC1	3080
GPX3	1636
GPX3	464
GPX3	467
GPX3	834
GPX3	612
GPX3	434
GPX3	1314
GPX3	632
GPX3	316
GPX3	1478
GPX3	1757
MAPT-AS1	1705
MAPT-AS1	632
MAPT-AS1	295
MAPT-IT1	3016
ZNF317	4073
ZNF317	3955
ZNF317	4186
ZNF317	744
ZNF317	2312
ZNF317	457
SMIM15	2889
SMIM15	584
CCDC8	3334
CCDC8	3186
CARMIL1	1290
CARMIL1	5431
CARMIL1	707
CARMIL1	3201
CARMIL1	1291
AL590084.2	382
KIFC1	2694
KIFC1	734
KIFC1	667
KIFC1	631
AC073109.1	978
GPR79	868
AC092645.1	2272
AC025262.3	360
SLC25A35	2136
SLC25A35	2785
SLC25A35	354
SLC25A35	1573
SLC25A35	1541
SLC25A35	952
SLC25A35	1860
CPN1	1863
CPN1	669
FAM241B	746
FAM241B	1065
FAM241B	403
AC025768.1	267
ACTR3BP1	1247
SLC9B1P1	1337
AC234782.2	433
AL035446.2	1235
AL359693.1	2407
AC008040.5	1781
AL359752.1	1359
GSTA5	892
GSTA5	759
GSTA5	845
HYPK	4777
HYPK	933
HYPK	1051
HYPK	1712
HYPK	428
LINC02100	238
FAM167B	936
AL133163.3	504
RPS3AP4	764
CCAT2	1752
TMA16	933
TMA16	1978
TMA16	803
TMA16	554
TMA16	1195
TMA16	747
TMA16	608
TMA16	843
TMA16	630
HCG17	350
HCG17	732
ZNF736P5Y	805
ZFPL1	2551
ZFPL1	478
ZFPL1	518
ZFPL1	718
ZFPL1	1371
ZFPL1	980
ZFPL1	1146
ZFPL1	784
ZFPL1	692
ZFPL1	384
ZFPL1	576
ZFPL1	802
ZFPL1	158
ZFPL1	413
ZFPL1	591
C11orf91	811
C11orf91	291
VAC14	702
VAC14	2151
VAC14	3099
VAC14	3609
VAC14	2945
VAC14	2161
VAC14	515
VAC14	780
VAC14	892
VAC14	432
VAC14	554
VAC14	1391
SMIM25	2010
SMIM25	539
SMIM25	1058
SMIM25	686
SMIM25	1808
TCEAL4	1511
TCEAL4	1135
TCEAL4	401
TCEAL4	1273
TCEAL4	959
TCEAL4	681
TCEAL4	779
TCEAL4	1571
TCEAL4	1008
TCEAL4	891
TCEAL4	338
TCEAL4	566
TCEAL4	1166
ROM1	584
ROM1	862
ROM1	249
ROM1	1878
ROM1	587
ZNF20	560
ZNF20	436
ZNF20	3061
ZNF20	642
ZNF20	669
ZNF20	554
ZNF20	586
ZNF20	545
AC079035.1	848
AKR1B1P7	952
FEZF1-AS1	2653
FEZF1-AS1	768
FEZF1-AS1	679
JADRR	1721
AC015983.1	373
IFI27L2	516
IFI27L2	676
IFI27L2	511
IFI27L2	556
IFI27L2	472
IFI27L2	938
LINC02586	748
AL355990.2	508
LINC02424	1264
AC008738.3	659
AL606970.1	2559
CEBPA	2631
AC064874.1	441
AC064874.1	287
DEAF1	1623
DEAF1	2500
DEAF1	691
DEAF1	797
DEAF1	668
DEAF1	498
DEAF1	705
DEAF1	585
DEAF1	557
DEAF1	475
DEAF1	248
DEAF1	567
CXCL12	3532
CXCL12	665
CXCL12	470
CXCL12	1857
CXCL12	1052
CXCL12	803
CXCL12	596
CXCL12	404
HSPA8P8	1942
AC117522.3	584
AC117522.2	657
AC084859.1	670
SERPINI2	1837
SERPINI2	1514
SERPINI2	1331
SERPINI2	733
SERPINI2	743
SERPINI2	477
SERPINI2	581
SERPINI2	1678
SERPINI2	1769
CLDN22	2581
TRAM1	3394
TRAM1	2785
TRAM1	872
TRAM1	542
TRAM1	535
AC090844.3	784
AC090844.3	535
AC113383.1	582
AC113383.1	566
AC113383.1	265
AC113383.1	552
AC113383.1	792
AC114814.3	663
AC143336.1	836
BIRC6-AS2	830
BIRC6-AS2	589
BIRC6-AS2	145
RPL7L1P3	689
RPS7P12	582
HMBOX1	3184
HMBOX1	811
HMBOX1	1765
HMBOX1	1730
HMBOX1	1426
HMBOX1	4082
HMBOX1	979
HMBOX1	1551
HMBOX1	2216
HMBOX1	569
HMBOX1	1694
HMBOX1	1731
HMBOX1	559
HMBOX1	761
